All   channel acquired
Date[dd-mm-yy]= 01-11-22   Time= 17:10:36
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
 12.531700	     0.020	     0.010	    -0.100	     0.102
 12.543000	     0.010	     0.010	    -0.100	     0.101
 12.554300	     0.030	     0.010	    -0.090	     0.095
 12.565600	     0.020	     0.000	    -0.110	     0.112
 12.576900	     0.030	     0.020	    -0.090	     0.097
 12.588200	     0.010	     0.010	    -0.090	     0.091
 12.599500	     0.030	     0.010	    -0.100	     0.105
 12.610800	     0.010	     0.000	    -0.090	     0.091
 12.622100	     0.030	     0.020	    -0.090	     0.097
 12.633400	    -0.010	     0.010	    -0.070	     0.071
 12.644700	     0.010	     0.010	    -0.100	     0.101
 12.656000	     0.010	     0.010	    -0.100	     0.101
 12.667300	     0.020	     0.020	    -0.090	     0.094
 12.678600	     0.020	     0.000	    -0.090	     0.092
 12.689900	     0.020	     0.000	    -0.100	     0.102
 12.701200	     0.010	     0.020	    -0.100	     0.102
 12.712500	     0.000	     0.020	    -0.100	     0.102
 12.723800	     0.020	     0.000	    -0.080	     0.082
 12.735100	     0.020	     0.010	    -0.090	     0.093
 12.746400	     0.010	     0.010	    -0.090	     0.091
 12.757700	     0.000	     0.000	    -0.090	     0.090
 12.769000	     0.000	     0.000	    -0.070	     0.070
 12.780300	     0.040	     0.010	    -0.090	     0.099
 12.791600	     0.020	     0.020	    -0.080	     0.085
 12.802900	     0.040	     0.020	    -0.070	     0.083
 12.814200	     0.030	     0.010	    -0.080	     0.086
 12.825500	     0.030	     0.010	    -0.080	     0.086
 12.836800	     0.030	     0.020	    -0.080	     0.088
 12.848100	     0.020	     0.020	    -0.080	     0.085
 12.859400	     0.030	     0.010	    -0.080	     0.086
 12.870700	     0.030	     0.010	    -0.090	     0.095
 12.882000	     0.010	     0.010	    -0.100	     0.101
 12.893300	     0.020	     0.010	    -0.090	     0.093
 12.904600	     0.030	     0.020	    -0.090	     0.097
 12.915900	     0.020	     0.020	    -0.120	     0.123
 12.927200	     0.020	     0.010	    -0.090	     0.093
 12.938500	     0.030	     0.000	    -0.080	     0.085
 12.949800	     0.030	     0.030	    -0.090	     0.099
 12.961100	     0.020	     0.020	    -0.070	     0.075
 12.972400	     0.040	     0.020	    -0.080	     0.092
 12.983700	     0.020	     0.010	    -0.090	     0.093
 12.995000	     0.020	     0.000	    -0.110	     0.112
 13.006300	     0.030	     0.000	    -0.080	     0.085
 13.017600	     0.030	     0.020	    -0.090	     0.097
 13.028900	     0.030	     0.020	    -0.100	     0.106
 13.040200	     0.020	     0.010	    -0.090	     0.093
 13.051500	     0.010	     0.010	    -0.100	     0.101
 13.062800	     0.010	     0.020	    -0.110	     0.112
 13.074100	     0.030	     0.020	    -0.090	     0.097
 13.085400	     0.010	     0.030	    -0.090	     0.095
 13.096700	     0.030	     0.010	    -0.100	     0.105
 13.108000	     0.030	     0.020	    -0.080	     0.088
 13.119300	     0.020	     0.000	    -0.090	     0.092
 13.130600	     0.020	     0.020	    -0.090	     0.094
 13.141900	     0.050	     0.000	    -0.070	     0.086
 13.153200	     0.040	     0.010	    -0.080	     0.090
 13.164500	     0.010	     0.020	    -0.090	     0.093
 13.175800	     0.030	     0.000	    -0.080	     0.085
 13.187100	     0.020	     0.020	    -0.100	     0.104
 13.198400	     0.020	     0.010	    -0.090	     0.093
 13.209700	     0.020	     0.010	    -0.090	     0.093
 13.221000	     0.010	     0.000	    -0.090	     0.091
 13.232300	     0.020	     0.010	    -0.080	     0.083
 13.243600	     0.030	     0.000	    -0.080	     0.085
 13.254900	     0.030	     0.010	    -0.070	     0.077
 13.266200	     0.030	     0.010	    -0.080	     0.086
 13.277500	     0.020	     0.020	    -0.080	     0.085
 13.288800	     0.030	     0.010	    -0.090	     0.095
 13.300100	     0.020	     0.010	    -0.080	     0.083
 13.311400	     0.020	     0.020	    -0.080	     0.085
 13.322700	     0.010	     0.030	    -0.080	     0.086
 13.334000	     0.000	     0.010	    -0.100	     0.100
 13.345300	     0.010	     0.010	    -0.090	     0.091
 13.356600	     0.010	     0.010	    -0.110	     0.111
 13.367900	     0.030	     0.000	    -0.080	     0.085
 13.379200	     0.050	     0.010	    -0.080	     0.095
 13.390500	     0.020	     0.010	    -0.100	     0.102
 13.401800	     0.030	     0.020	    -0.080	     0.088
 13.413100	     0.010	     0.020	    -0.080	     0.083
 13.424400	     0.010	     0.000	    -0.070	     0.071
 13.435700	     0.030	     0.010	    -0.080	     0.086
 13.447000	     0.030	     0.000	    -0.080	     0.085
 13.458300	     0.030	     0.020	    -0.080	     0.088
 13.469600	     0.020	     0.020	    -0.080	     0.085
 13.480900	     0.030	     0.010	    -0.080	     0.086
 13.492200	     0.030	     0.000	    -0.060	     0.067
 13.503500	     0.030	     0.020	    -0.080	     0.088
 13.514800	     0.040	     0.020	    -0.090	     0.100
 13.526100	     0.030	     0.020	    -0.070	     0.079
 13.537400	     0.020	     0.010	    -0.090	     0.093
 13.548700	     0.030	     0.000	    -0.110	     0.114
 13.560000	     0.020	     0.010	    -0.100	     0.102
 13.571300	     0.030	     0.000	    -0.100	     0.104
 13.582600	     0.030	     0.010	    -0.100	     0.105
 13.593900	     0.040	     0.010	    -0.080	     0.090
 13.605200	     0.030	     0.000	    -0.090	     0.095
 13.616500	     0.020	     0.000	    -0.090	     0.092
 13.627800	     0.040	     0.000	    -0.080	     0.089
 13.639100	     0.040	     0.000	    -0.080	     0.089
 13.650400	     0.020	     0.010	    -0.100	     0.102
 13.661700	     0.020	     0.000	    -0.100	     0.102
 13.673000	     0.020	     0.010	    -0.090	     0.093
 13.684300	     0.010	     0.020	    -0.100	     0.102
 13.695600	     0.020	     0.020	    -0.080	     0.085
 13.706900	     0.030	     0.020	    -0.090	     0.097
 13.718200	     0.030	     0.000	    -0.080	     0.085
 13.729500	     0.000	     0.010	    -0.100	     0.100
 13.740800	     0.020	     0.000	    -0.090	     0.092
 13.752100	     0.020	     0.010	    -0.090	     0.093
 13.763400	     0.030	     0.010	    -0.100	     0.105
 13.774700	     0.020	     0.010	    -0.100	     0.102
 13.786000	     0.030	     0.010	    -0.090	     0.095
 13.797300	     0.010	     0.010	    -0.090	     0.091
 13.808600	     0.000	     0.000	    -0.100	     0.100
 13.819900	     0.020	     0.010	    -0.090	     0.093
 13.831200	     0.030	     0.000	    -0.100	     0.104
 13.842500	     0.040	     0.010	    -0.090	     0.099
 13.853800	     0.020	     0.000	    -0.090	     0.092
 13.865100	     0.010	     0.010	    -0.090	     0.091
 13.876400	     0.000	     0.010	    -0.110	     0.110
 13.887700	     0.020	     0.010	    -0.100	     0.102
 13.899000	     0.010	     0.000	    -0.080	     0.081
 13.910300	     0.020	     0.000	    -0.110	     0.112
 13.921600	     0.020	     0.010	    -0.100	     0.102
 13.932900	     0.010	     0.000	    -0.090	     0.091
 13.944200	     0.020	     0.010	    -0.080	     0.083
 13.955500	     0.020	     0.010	    -0.080	     0.083
 13.966800	     0.030	     0.010	    -0.090	     0.095
 13.978100	     0.030	     0.010	    -0.080	     0.086
 13.989400	     0.030	     0.010	    -0.110	     0.114
 14.000700	     0.010	     0.020	    -0.080	     0.083
 14.012000	     0.030	     0.010	    -0.100	     0.105
 14.023300	     0.010	     0.010	    -0.080	     0.081
 14.034600	     0.010	     0.000	    -0.090	     0.091
 14.045900	     0.010	     0.010	    -0.090	     0.091
 14.057200	     0.010	     0.020	    -0.090	     0.093
 14.068500	     0.010	     0.020	    -0.100	     0.102
 14.079800	     0.020	     0.020	    -0.080	     0.085
 14.091100	     0.000	     0.020	    -0.100	     0.102
 14.102400	     0.000	     0.010	    -0.070	     0.071
 14.113700	     0.010	     0.000	    -0.080	     0.081
 14.125000	     0.010	    -0.010	    -0.110	     0.111
 14.136300	     0.020	     0.020	    -0.090	     0.094
 14.147600	     0.030	     0.010	    -0.110	     0.114
 14.158900	     0.030	     0.020	    -0.090	     0.097
 14.170200	     0.030	     0.010	    -0.110	     0.114
 14.181500	     0.040	     0.010	    -0.090	     0.099
 14.192800	     0.010	     0.010	    -0.090	     0.091
 14.204100	     0.010	     0.020	    -0.090	     0.093
 14.215400	     0.050	     0.020	    -0.080	     0.096
 14.226700	     0.020	     0.000	    -0.100	     0.102
 14.238000	     0.020	     0.010	    -0.090	     0.093
 14.249300	     0.040	     0.010	    -0.090	     0.099
 14.260600	     0.030	     0.010	    -0.090	     0.095
 14.271900	     0.030	     0.010	    -0.100	     0.105
 14.283200	     0.010	     0.010	    -0.070	     0.071
 14.294500	     0.030	     0.020	    -0.090	     0.097
 14.305800	     0.020	     0.020	    -0.080	     0.085
 14.317100	     0.010	     0.000	    -0.110	     0.110
 14.328400	     0.030	     0.010	    -0.090	     0.095
 14.339700	     0.030	     0.010	    -0.090	     0.095
 14.351000	     0.010	     0.000	    -0.100	     0.100
 14.362300	     0.020	     0.020	    -0.090	     0.094
 14.373600	     0.060	     0.020	    -0.090	     0.110
 14.384900	     0.030	     0.020	    -0.100	     0.106
 14.396200	     0.030	     0.000	    -0.070	     0.076
 14.407500	     0.030	     0.000	    -0.090	     0.095
 14.418800	     0.030	     0.000	    -0.090	     0.095
 14.430100	     0.030	     0.010	    -0.080	     0.086
 14.441400	     0.020	     0.010	    -0.090	     0.093
 14.452700	     0.030	     0.000	    -0.090	     0.095
 14.464000	     0.020	     0.010	    -0.080	     0.083
 14.475300	     0.030	     0.010	    -0.090	     0.095
 14.486600	     0.030	     0.010	    -0.080	     0.086
 14.497900	     0.030	     0.020	    -0.090	     0.097
 14.509200	     0.030	     0.010	    -0.090	     0.095
 14.520500	     0.030	     0.020	    -0.070	     0.079
 14.531800	     0.020	     0.020	    -0.070	     0.075
 14.543100	     0.040	     0.030	    -0.070	     0.086
 14.554400	     0.020	     0.020	    -0.090	     0.094
 14.565700	     0.040	     0.020	    -0.080	     0.092
 14.577000	     0.040	     0.000	    -0.060	     0.072
 14.588300	     0.030	     0.010	    -0.090	     0.095
 14.599600	     0.020	     0.020	    -0.070	     0.075
 14.610900	     0.040	     0.020	    -0.090	     0.100
 14.622200	     0.020	     0.030	    -0.080	     0.088
 14.633500	     0.020	     0.020	    -0.070	     0.075
 14.644800	     0.010	     0.010	    -0.100	     0.101
 14.656100	     0.020	     0.020	    -0.090	     0.094
 14.667400	     0.010	     0.020	    -0.090	     0.093
 14.678700	     0.020	     0.030	    -0.080	     0.088
 14.690000	     0.030	     0.000	    -0.090	     0.095
 14.701300	     0.020	     0.010	    -0.090	     0.093
 14.712600	     0.020	     0.020	    -0.080	     0.085
 14.723900	     0.050	     0.010	    -0.100	     0.112
 14.735200	     0.040	     0.000	    -0.090	     0.098
 14.746500	     0.040	     0.020	    -0.100	     0.110
 14.757800	     0.020	     0.020	    -0.090	     0.094
 14.769100	     0.040	     0.010	    -0.090	     0.099
 14.780400	     0.020	     0.010	    -0.070	     0.073
 14.791700	     0.030	     0.010	    -0.080	     0.086
 14.803000	     0.030	     0.020	    -0.090	     0.097
 14.814300	     0.030	     0.010	    -0.100	     0.105
 14.825600	     0.040	     0.000	    -0.080	     0.089
 14.836900	     0.020	    -0.010	    -0.090	     0.093
 14.848200	     0.020	     0.000	    -0.090	     0.092
 14.859500	     0.020	     0.000	    -0.090	     0.092
 14.870800	     0.030	     0.010	    -0.090	     0.095
 14.882100	     0.030	     0.010	    -0.080	     0.086
 14.893400	     0.010	     0.010	    -0.090	     0.091
 14.904700	     0.030	     0.000	    -0.080	     0.085
 14.916000	     0.010	     0.000	    -0.080	     0.081
 14.927300	     0.010	     0.020	    -0.080	     0.083
 14.938600	     0.040	     0.010	    -0.080	     0.090
 14.949900	     0.040	     0.020	    -0.090	     0.100
 14.961200	     0.030	     0.010	    -0.100	     0.105
 14.972500	     0.010	     0.020	    -0.060	     0.064
 14.983800	     0.030	     0.000	    -0.090	     0.095
 14.995100	     0.030	     0.020	    -0.090	     0.097
 15.006400	     0.030	     0.010	    -0.090	     0.095
 15.017700	     0.020	     0.010	    -0.070	     0.073
 15.029000	     0.020	     0.010	    -0.090	     0.093
 15.040300	     0.030	     0.010	    -0.080	     0.086
 15.051600	     0.020	     0.020	    -0.090	     0.094
 15.062900	     0.030	     0.010	    -0.100	     0.105
 15.074200	     0.010	     0.010	    -0.090	     0.091
 15.085500	     0.040	     0.020	    -0.080	     0.092
 15.096800	     0.040	     0.010	    -0.090	     0.099
 15.108100	     0.030	     0.000	    -0.110	     0.114
 15.119400	     0.040	     0.010	    -0.090	     0.099
 15.130700	     0.030	     0.020	    -0.090	     0.097
 15.142000	     0.020	     0.020	    -0.090	     0.094
 15.153300	     0.020	     0.020	    -0.080	     0.085
 15.164600	     0.030	     0.030	    -0.080	     0.091
 15.175900	     0.020	     0.000	    -0.080	     0.082
 15.187200	     0.000	     0.020	    -0.080	     0.082
 15.198500	     0.030	     0.000	    -0.090	     0.095
 15.209800	     0.040	     0.000	    -0.090	     0.098
 15.221100	     0.040	     0.020	    -0.080	     0.092
 15.232400	     0.030	     0.010	    -0.090	     0.095
 15.243700	     0.030	     0.020	    -0.070	     0.079
 15.255000	     0.030	     0.010	    -0.090	     0.095
 15.266300	     0.040	     0.030	    -0.080	     0.094
 15.277600	     0.030	     0.000	    -0.100	     0.104
 15.288900	     0.030	     0.010	    -0.100	     0.105
 15.300200	     0.020	     0.020	    -0.090	     0.094
 15.311500	     0.020	     0.020	    -0.080	     0.085
 15.322800	     0.010	     0.010	    -0.090	     0.091
 15.334100	     0.020	     0.000	    -0.070	     0.073
 15.345400	     0.010	     0.000	    -0.090	     0.091
 15.356700	     0.000	     0.000	    -0.080	     0.080
 15.368000	     0.020	     0.020	    -0.100	     0.104
 15.379300	     0.000	     0.020	    -0.090	     0.092
 15.390600	     0.030	     0.020	    -0.080	     0.088
 15.401900	     0.030	     0.000	    -0.080	     0.085
 15.413200	     0.010	     0.020	    -0.080	     0.083
 15.424500	     0.020	     0.030	    -0.100	     0.106
 15.435800	     0.020	     0.010	    -0.080	     0.083
 15.447100	     0.030	     0.010	    -0.060	     0.068
 15.458400	     0.020	     0.010	    -0.100	     0.102
 15.469700	     0.020	     0.000	    -0.100	     0.102
 15.481000	     0.030	     0.010	    -0.070	     0.077
 15.492300	     0.030	     0.010	    -0.100	     0.105
 15.503600	     0.040	     0.010	    -0.080	     0.090
 15.514900	     0.020	     0.000	    -0.080	     0.082
 15.526200	     0.030	     0.010	    -0.080	     0.086
 15.537500	     0.030	     0.000	    -0.070	     0.076
 15.548800	     0.030	     0.010	    -0.070	     0.077
 15.560100	     0.020	     0.000	    -0.070	     0.073
 15.571400	     0.020	     0.000	    -0.080	     0.082
 15.582700	     0.040	     0.020	    -0.080	     0.092
 15.594000	     0.020	    -0.010	    -0.100	     0.102
 15.605300	     0.030	     0.010	    -0.080	     0.086
 15.616600	     0.030	     0.020	    -0.080	     0.088
 15.627900	     0.020	     0.010	    -0.110	     0.112
 15.639200	     0.030	     0.000	    -0.100	     0.104
 15.650500	     0.030	     0.000	    -0.080	     0.085
 15.661800	     0.030	     0.000	    -0.080	     0.085
 15.673100	     0.040	     0.020	    -0.070	     0.083
 15.684400	     0.030	     0.010	    -0.090	     0.095
 15.695700	     0.030	     0.010	    -0.090	     0.095
 15.707000	     0.020	     0.000	    -0.070	     0.073
 15.718300	     0.000	     0.010	    -0.080	     0.081
 15.729600	     0.010	     0.010	    -0.100	     0.101
 15.740900	     0.030	     0.010	    -0.080	     0.086
 15.752200	     0.020	     0.010	    -0.070	     0.073
 15.763500	     0.010	     0.010	    -0.090	     0.091
 15.774800	     0.030	     0.000	    -0.080	     0.085
 15.786100	     0.040	     0.010	    -0.080	     0.090
 15.797400	     0.020	     0.020	    -0.090	     0.094
 15.808700	     0.010	     0.020	    -0.090	     0.093
 15.820000	     0.020	     0.010	    -0.080	     0.083
 15.831300	     0.040	     0.010	    -0.090	     0.099
 15.842600	     0.030	     0.020	    -0.070	     0.079
 15.853900	     0.030	     0.030	    -0.080	     0.091
 15.865200	     0.020	     0.010	    -0.080	     0.083
 15.876500	     0.020	    -0.010	    -0.100	     0.102
 15.887800	     0.020	     0.000	    -0.080	     0.082
 15.899100	     0.030	     0.020	    -0.090	     0.097
 15.910400	     0.030	     0.020	    -0.080	     0.088
 15.921700	     0.040	     0.010	    -0.080	     0.090
 15.933000	     0.010	     0.020	    -0.090	     0.093
 15.944300	     0.030	     0.020	    -0.060	     0.070
 15.955600	     0.020	     0.010	    -0.090	     0.093
 15.966900	     0.030	     0.010	    -0.080	     0.086
 15.978200	     0.020	     0.030	    -0.080	     0.088
 15.989500	     0.050	     0.020	    -0.090	     0.105
 16.000800	     0.020	     0.020	    -0.090	     0.094
 16.012100	     0.020	     0.020	    -0.090	     0.094
 16.023400	     0.030	     0.010	    -0.090	     0.095
 16.034700	     0.030	     0.010	    -0.090	     0.095
 16.046000	     0.020	     0.020	    -0.090	     0.094
 16.057300	     0.030	     0.010	    -0.100	     0.105
 16.068600	     0.020	     0.010	    -0.110	     0.112
 16.079900	     0.030	     0.010	    -0.090	     0.095
 16.091200	     0.030	     0.030	    -0.100	     0.109
 16.102500	     0.020	     0.010	    -0.090	     0.093
 16.113800	     0.020	     0.010	    -0.080	     0.083
 16.125100	     0.030	     0.000	    -0.080	     0.085
 16.136400	     0.010	     0.010	    -0.080	     0.081
 16.147700	     0.020	     0.000	    -0.080	     0.082
 16.159000	     0.020	     0.000	    -0.080	     0.082
 16.170300	     0.010	     0.020	    -0.080	     0.083
 16.181600	     0.010	     0.020	    -0.090	     0.093
 16.192900	     0.030	     0.010	    -0.090	     0.095
 16.204200	     0.040	     0.010	    -0.090	     0.099
 16.215500	     0.010	     0.030	    -0.090	     0.095
 16.226800	     0.030	     0.010	    -0.090	     0.095
 16.238100	     0.020	     0.010	    -0.080	     0.083
 16.249400	     0.020	     0.010	    -0.090	     0.093
 16.260700	    -0.010	     0.010	    -0.070	     0.071
 16.272000	     0.000	     0.020	    -0.100	     0.102
 16.283300	     0.020	     0.010	    -0.090	     0.093
 16.294600	     0.020	     0.000	    -0.100	     0.102
 16.305900	     0.020	     0.010	    -0.100	     0.102
 16.317200	     0.030	     0.030	    -0.100	     0.109
 16.328500	     0.020	     0.020	    -0.090	     0.094
 16.339800	     0.020	     0.010	    -0.080	     0.083
 16.351100	     0.020	     0.010	    -0.090	     0.093
 16.362400	     0.020	     0.010	    -0.100	     0.102
 16.373700	     0.030	     0.010	    -0.070	     0.077
 16.385000	     0.020	    -0.010	    -0.090	     0.093
 16.396300	     0.010	     0.020	    -0.080	     0.083
 16.407600	     0.020	     0.010	    -0.100	     0.102
 16.418900	     0.020	    -0.010	    -0.090	     0.093
 16.430200	     0.020	     0.010	    -0.080	     0.083
 16.441500	     0.030	     0.010	    -0.090	     0.095
 16.452800	     0.020	     0.010	    -0.080	     0.083
 16.464100	     0.010	     0.030	    -0.080	     0.086
 16.475400	     0.020	     0.020	    -0.090	     0.094
 16.486700	     0.030	     0.010	    -0.080	     0.086
 16.498000	     0.030	     0.010	    -0.090	     0.095
 16.509300	     0.010	     0.010	    -0.100	     0.101
 16.520600	     0.030	     0.010	    -0.080	     0.086
 16.531900	     0.010	     0.020	    -0.080	     0.083
 16.543200	     0.020	     0.020	    -0.090	     0.094
 16.554500	     0.020	     0.020	    -0.090	     0.094
 16.565800	     0.030	     0.000	    -0.080	     0.085
 16.577100	     0.020	     0.010	    -0.090	     0.093
 16.588400	     0.010	     0.010	    -0.080	     0.081
 16.599700	     0.020	     0.020	    -0.080	     0.085
 16.611000	     0.010	     0.020	    -0.090	     0.093
 16.622300	     0.020	     0.010	    -0.090	     0.093
 16.633600	     0.020	     0.010	    -0.100	     0.102
 16.644900	     0.020	     0.020	    -0.100	     0.104
 16.656200	     0.020	     0.010	    -0.110	     0.112
 16.667500	     0.020	     0.020	    -0.070	     0.075
 16.678800	     0.020	     0.010	    -0.090	     0.093
 16.690100	     0.020	     0.010	    -0.090	     0.093
 16.701400	     0.030	     0.010	    -0.090	     0.095
 16.712700	     0.020	     0.010	    -0.090	     0.093
 16.724000	     0.010	     0.010	    -0.080	     0.081
 16.735300	     0.030	     0.020	    -0.080	     0.088
 16.746600	     0.010	     0.030	    -0.100	     0.105
 16.757900	     0.030	     0.010	    -0.100	     0.105
 16.769200	     0.040	     0.020	    -0.080	     0.092
 16.780500	     0.020	    -0.010	    -0.080	     0.083
 16.791800	     0.020	     0.010	    -0.080	     0.083
 16.803100	     0.000	     0.000	    -0.100	     0.100
 16.814400	     0.020	     0.010	    -0.100	     0.102
 16.825700	     0.030	     0.020	    -0.080	     0.088
 16.837000	     0.030	     0.020	    -0.080	     0.088
 16.848300	     0.010	     0.010	    -0.090	     0.091
 16.859600	     0.010	     0.020	    -0.080	     0.083
 16.870900	     0.010	     0.010	    -0.100	     0.101
 16.882200	     0.020	     0.010	    -0.100	     0.102
 16.893500	     0.030	     0.000	    -0.080	     0.085
 16.904800	     0.020	     0.030	    -0.100	     0.106
 16.916100	     0.020	     0.030	    -0.090	     0.097
 16.927400	     0.010	     0.010	    -0.090	     0.091
 16.938700	     0.010	    -0.010	    -0.080	     0.081
 16.950000	     0.020	     0.010	    -0.110	     0.112
 16.961300	     0.030	    -0.010	    -0.100	     0.105
 16.972600	     0.010	     0.020	    -0.090	     0.093
 16.983900	     0.030	     0.010	    -0.090	     0.095
 16.995200	     0.030	     0.000	    -0.080	     0.085
 17.006500	     0.020	     0.000	    -0.080	     0.082
 17.017800	     0.030	     0.000	    -0.080	     0.085
 17.029100	     0.030	     0.010	    -0.090	     0.095
 17.040400	     0.030	     0.000	    -0.080	     0.085
 17.051700	     0.020	     0.000	    -0.060	     0.063
 17.063000	     0.010	     0.010	    -0.080	     0.081
 17.074300	     0.020	     0.000	    -0.090	     0.092
 17.085600	     0.020	     0.000	    -0.100	     0.102
 17.096900	     0.000	     0.030	    -0.090	     0.095
 17.108200	     0.020	     0.020	    -0.090	     0.094
 17.119500	     0.020	     0.000	    -0.080	     0.082
 17.130800	     0.040	     0.020	    -0.100	     0.110
 17.142100	     0.020	     0.020	    -0.080	     0.085
 17.153400	     0.030	     0.010	    -0.100	     0.105
 17.164700	     0.030	     0.010	    -0.100	     0.105
 17.176000	     0.020	     0.000	    -0.080	     0.082
 17.187300	     0.030	     0.000	    -0.080	     0.085
 17.198600	     0.020	     0.000	    -0.090	     0.092
 17.209900	     0.010	     0.020	    -0.080	     0.083
 17.221200	     0.010	     0.020	    -0.080	     0.083
 17.232500	     0.030	     0.010	    -0.070	     0.077
 17.243800	     0.020	     0.000	    -0.070	     0.073
 17.255100	     0.020	     0.020	    -0.080	     0.085
 17.266400	     0.030	     0.020	    -0.090	     0.097
 17.277700	     0.020	     0.030	    -0.090	     0.097
 17.289000	     0.010	     0.020	    -0.090	     0.093
 17.300300	     0.010	     0.030	    -0.090	     0.095
 17.311600	     0.030	     0.020	    -0.090	     0.097
 17.322900	     0.010	     0.020	    -0.090	     0.093
 17.334200	     0.020	     0.040	    -0.100	     0.110
 17.345500	     0.020	     0.010	    -0.100	     0.102
 17.356800	     0.000	     0.020	    -0.080	     0.082
 17.368100	     0.030	     0.010	    -0.100	     0.105
 17.379400	     0.010	     0.020	    -0.080	     0.083
 17.390700	     0.010	     0.020	    -0.090	     0.093
 17.402000	     0.020	     0.030	    -0.100	     0.106
 17.413300	     0.040	     0.020	    -0.080	     0.092
 17.424600	     0.020	     0.010	    -0.090	     0.093
 17.435900	     0.010	     0.020	    -0.100	     0.102
 17.447200	     0.000	     0.020	    -0.090	     0.092
 17.458500	     0.010	     0.030	    -0.080	     0.086
 17.469800	     0.020	     0.010	    -0.080	     0.083
 17.481100	     0.020	     0.010	    -0.070	     0.073
 17.492400	     0.010	     0.010	    -0.080	     0.081
 17.503700	     0.010	     0.020	    -0.080	     0.083
 17.515000	     0.020	     0.020	    -0.090	     0.094
 17.526300	     0.010	     0.010	    -0.090	     0.091
 17.537600	     0.020	     0.010	    -0.080	     0.083
 17.548900	     0.010	     0.030	    -0.090	     0.095
 17.560200	     0.020	     0.000	    -0.090	     0.092
 17.571500	     0.020	     0.040	    -0.080	     0.092
 17.582800	     0.030	     0.010	    -0.080	     0.086
 17.594100	     0.030	     0.010	    -0.080	     0.086
 17.605400	     0.030	     0.010	    -0.080	     0.086
 17.616700	     0.030	     0.000	    -0.100	     0.104
 17.628000	     0.040	     0.020	    -0.090	     0.100
 17.639300	     0.050	     0.020	    -0.080	     0.096
 17.650600	     0.030	     0.020	    -0.080	     0.088
 17.661900	     0.020	     0.020	    -0.080	     0.085
 17.673200	     0.030	     0.020	    -0.090	     0.097
 17.684500	     0.020	     0.030	    -0.090	     0.097
 17.695800	     0.040	     0.010	    -0.080	     0.090
 17.707100	     0.020	     0.010	    -0.080	     0.083
 17.718400	     0.020	     0.000	    -0.090	     0.092
 17.729700	     0.030	     0.020	    -0.070	     0.079
 17.741000	     0.030	     0.030	    -0.090	     0.099
 17.752300	     0.040	     0.020	    -0.090	     0.100
 17.763600	     0.020	     0.010	    -0.100	     0.102
 17.774900	     0.020	     0.000	    -0.100	     0.102
 17.786200	     0.010	     0.030	    -0.080	     0.086
 17.797500	     0.030	     0.020	    -0.110	     0.116
 17.808800	     0.010	     0.020	    -0.080	     0.083
 17.820100	     0.010	     0.010	    -0.080	     0.081
 17.831400	     0.020	     0.000	    -0.100	     0.102
 17.842700	     0.020	     0.010	    -0.070	     0.073
 17.854000	     0.020	     0.000	    -0.080	     0.082
 17.865300	     0.040	     0.010	    -0.070	     0.081
 17.876600	     0.000	     0.020	    -0.090	     0.092
 17.887900	     0.020	     0.020	    -0.080	     0.085
 17.899200	     0.030	     0.030	    -0.100	     0.109
 17.910500	     0.010	     0.000	    -0.100	     0.100
 17.921800	     0.020	     0.000	    -0.080	     0.082
 17.933100	     0.000	     0.010	    -0.080	     0.081
 17.944400	     0.020	     0.010	    -0.080	     0.083
 17.955700	     0.010	     0.020	    -0.100	     0.102
 17.967000	     0.020	     0.020	    -0.100	     0.104
 17.978300	     0.000	     0.010	    -0.080	     0.081
 17.989600	     0.020	     0.010	    -0.100	     0.102
 18.000900	     0.010	     0.010	    -0.090	     0.091
 18.012200	     0.040	     0.020	    -0.090	     0.100
 18.023500	     0.010	     0.030	    -0.090	     0.095
 18.034800	     0.030	     0.030	    -0.070	     0.082
 18.046100	     0.020	     0.020	    -0.070	     0.075
 18.057400	     0.010	     0.020	    -0.080	     0.083
 18.068700	     0.030	     0.020	    -0.090	     0.097
 18.080000	     0.020	     0.010	    -0.090	     0.093
 18.091300	     0.030	     0.010	    -0.070	     0.077
 18.102600	     0.030	     0.020	    -0.090	     0.097
 18.113900	     0.000	     0.020	    -0.100	     0.102
 18.125200	     0.020	     0.000	    -0.070	     0.073
 18.136500	     0.030	     0.010	    -0.090	     0.095
 18.147800	     0.030	     0.020	    -0.080	     0.088
 18.159100	     0.030	     0.000	    -0.090	     0.095
 18.170400	     0.020	     0.020	    -0.080	     0.085
 18.181700	     0.000	     0.020	    -0.080	     0.082
 18.193000	     0.020	     0.000	    -0.100	     0.102
 18.204300	     0.020	     0.010	    -0.090	     0.093
 18.215600	     0.030	     0.010	    -0.080	     0.086
 18.226900	     0.010	    -0.010	    -0.080	     0.081
 18.238200	     0.030	     0.010	    -0.090	     0.095
 18.249500	     0.040	     0.010	    -0.070	     0.081
 18.260800	     0.020	     0.030	    -0.080	     0.088
 18.272100	     0.010	     0.020	    -0.070	     0.073
 18.283400	     0.030	     0.010	    -0.080	     0.086
 18.294700	     0.020	     0.010	    -0.070	     0.073
 18.306000	     0.010	    -0.010	    -0.090	     0.091
 18.317300	     0.020	    -0.010	    -0.090	     0.093
 18.328600	     0.020	     0.010	    -0.090	     0.093
 18.339900	     0.020	     0.010	    -0.090	     0.093
