All   channel acquired
Date[dd-mm-yy]= 01-11-22   Time= 17:10:36
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
 88.931000	     0.010	     0.000	    -0.090	     0.091
 88.942300	     0.020	     0.000	    -0.100	     0.102
 88.953600	     0.020	     0.000	    -0.100	     0.102
 88.964900	    -0.010	     0.010	    -0.080	     0.081
 88.976200	     0.030	     0.010	    -0.090	     0.095
 88.987500	     0.040	     0.000	    -0.090	     0.098
 88.998800	     0.020	     0.010	    -0.090	     0.093
 89.010100	     0.040	     0.010	    -0.110	     0.117
 89.021400	     0.010	     0.010	    -0.100	     0.101
 89.032700	     0.030	     0.010	    -0.090	     0.095
 89.044000	     0.020	     0.020	    -0.080	     0.085
 89.055300	     0.040	     0.010	    -0.090	     0.099
 89.066600	     0.030	     0.000	    -0.100	     0.104
 89.077900	     0.000	     0.000	    -0.100	     0.100
 89.089200	     0.030	     0.020	    -0.090	     0.097
 89.100500	     0.010	     0.000	    -0.090	     0.091
 89.111800	     0.030	     0.010	    -0.110	     0.114
 89.123100	     0.020	     0.000	    -0.110	     0.112
 89.134400	     0.020	     0.020	    -0.100	     0.104
 89.145700	     0.030	     0.010	    -0.110	     0.114
 89.157000	     0.010	     0.010	    -0.100	     0.101
 89.168300	     0.020	     0.010	    -0.100	     0.102
 89.179600	     0.030	     0.010	    -0.110	     0.114
 89.190900	     0.020	     0.010	    -0.100	     0.102
 89.202200	     0.020	     0.000	    -0.110	     0.112
 89.213500	     0.040	     0.010	    -0.090	     0.099
 89.224800	     0.020	     0.020	    -0.100	     0.104
 89.236100	     0.030	     0.000	    -0.090	     0.095
 89.247400	     0.010	     0.020	    -0.110	     0.112
 89.258700	     0.020	     0.020	    -0.100	     0.104
 89.270000	     0.020	     0.010	    -0.130	     0.132
 89.281300	     0.030	     0.000	    -0.090	     0.095
 89.292600	     0.020	     0.020	    -0.100	     0.104
 89.303900	     0.010	     0.000	    -0.100	     0.100
 89.315200	     0.020	     0.010	    -0.090	     0.093
 89.326500	     0.030	     0.010	    -0.110	     0.114
 89.337800	     0.030	     0.000	    -0.100	     0.104
 89.349100	     0.030	     0.010	    -0.100	     0.105
 89.360400	     0.020	     0.020	    -0.110	     0.114
 89.371700	     0.020	     0.010	    -0.100	     0.102
 89.383000	     0.030	     0.020	    -0.100	     0.106
 89.394300	     0.020	     0.000	    -0.090	     0.092
 89.405600	     0.040	     0.010	    -0.100	     0.108
 89.416900	     0.020	     0.000	    -0.090	     0.092
 89.428200	     0.030	     0.010	    -0.100	     0.105
 89.439500	     0.030	     0.010	    -0.090	     0.095
 89.450800	     0.040	     0.010	    -0.110	     0.117
 89.462100	     0.040	     0.020	    -0.120	     0.128
 89.473400	     0.040	     0.020	    -0.120	     0.128
 89.484700	     0.030	    -0.010	    -0.110	     0.114
 89.496000	     0.020	     0.010	    -0.100	     0.102
 89.507300	     0.030	     0.010	    -0.100	     0.105
 89.518600	     0.030	     0.010	    -0.100	     0.105
 89.529900	     0.040	     0.010	    -0.110	     0.117
 89.541200	     0.030	     0.030	    -0.090	     0.099
 89.552500	     0.030	     0.010	    -0.090	     0.095
 89.563800	     0.030	     0.010	    -0.110	     0.114
 89.575100	     0.010	     0.010	    -0.110	     0.111
 89.586400	     0.020	     0.020	    -0.100	     0.104
 89.597700	     0.040	     0.010	    -0.090	     0.099
 89.609000	     0.030	    -0.010	    -0.110	     0.114
 89.620300	     0.020	     0.010	    -0.100	     0.102
 89.631600	     0.040	     0.010	    -0.080	     0.090
 89.642900	     0.030	     0.010	    -0.100	     0.105
 89.654200	     0.020	     0.020	    -0.100	     0.104
 89.665500	     0.030	     0.000	    -0.100	     0.104
 89.676800	     0.040	     0.000	    -0.120	     0.126
 89.688100	     0.010	     0.020	    -0.090	     0.093
 89.699400	     0.020	     0.010	    -0.120	     0.122
 89.710700	     0.020	     0.020	    -0.100	     0.104
 89.722000	     0.030	     0.020	    -0.100	     0.106
 89.733300	     0.020	     0.020	    -0.090	     0.094
 89.744600	     0.020	     0.010	    -0.110	     0.112
 89.755900	     0.020	     0.020	    -0.100	     0.104
 89.767200	     0.040	     0.000	    -0.110	     0.117
 89.778500	     0.040	     0.010	    -0.110	     0.117
 89.789800	     0.020	     0.020	    -0.100	     0.104
 89.801100	     0.020	     0.010	    -0.090	     0.093
 89.812400	     0.020	     0.010	    -0.100	     0.102
 89.823700	     0.030	     0.020	    -0.100	     0.106
 89.835000	     0.020	     0.010	    -0.110	     0.112
 89.846300	     0.030	     0.020	    -0.080	     0.088
 89.857600	     0.030	     0.010	    -0.090	     0.095
 89.868900	     0.020	     0.010	    -0.100	     0.102
 89.880200	     0.030	     0.020	    -0.100	     0.106
 89.891500	     0.030	     0.010	    -0.090	     0.095
 89.902800	     0.000	     0.010	    -0.100	     0.100
 89.914100	     0.010	     0.020	    -0.110	     0.112
 89.925400	     0.010	     0.000	    -0.100	     0.100
 89.936700	     0.040	     0.000	    -0.100	     0.108
 89.948000	     0.010	     0.000	    -0.090	     0.091
 89.959300	     0.030	     0.010	    -0.110	     0.114
 89.970600	     0.020	     0.020	    -0.090	     0.094
 89.981900	     0.010	     0.010	    -0.080	     0.081
 89.993200	     0.010	     0.020	    -0.090	     0.093
 90.004500	     0.020	     0.000	    -0.100	     0.102
 90.015800	     0.020	     0.020	    -0.090	     0.094
 90.027100	     0.030	     0.000	    -0.100	     0.104
 90.038400	     0.020	     0.010	    -0.090	     0.093
 90.049700	     0.020	     0.010	    -0.120	     0.122
 90.061000	     0.010	     0.010	    -0.100	     0.101
 90.072300	     0.020	     0.000	    -0.110	     0.112
 90.083600	     0.020	     0.000	    -0.090	     0.092
 90.094900	     0.000	     0.020	    -0.110	     0.112
 90.106200	     0.010	     0.020	    -0.100	     0.102
 90.117500	     0.000	     0.010	    -0.090	     0.091
 90.128800	     0.010	     0.000	    -0.100	     0.100
 90.140100	     0.010	     0.010	    -0.100	     0.101
 90.151400	     0.000	     0.010	    -0.100	     0.100
 90.162700	     0.020	    -0.010	    -0.090	     0.093
 90.174000	     0.010	     0.000	    -0.100	     0.100
 90.185300	     0.040	     0.010	    -0.100	     0.108
 90.196600	     0.040	     0.020	    -0.090	     0.100
 90.207900	     0.030	     0.010	    -0.100	     0.105
 90.219200	     0.030	     0.000	    -0.120	     0.124
 90.230500	     0.000	     0.000	    -0.110	     0.110
 90.241800	     0.030	     0.010	    -0.100	     0.105
 90.253100	     0.010	     0.010	    -0.080	     0.081
 90.264400	     0.020	    -0.010	    -0.090	     0.093
 90.275700	     0.030	    -0.010	    -0.100	     0.105
 90.287000	     0.020	     0.010	    -0.080	     0.083
 90.298300	     0.020	     0.000	    -0.120	     0.122
 90.309600	     0.030	     0.000	    -0.100	     0.104
 90.320900	     0.020	     0.000	    -0.100	     0.102
 90.332200	     0.030	     0.010	    -0.100	     0.105
 90.343500	     0.020	     0.010	    -0.110	     0.112
 90.354800	     0.020	     0.010	    -0.090	     0.093
 90.366100	     0.030	     0.020	    -0.090	     0.097
 90.377400	     0.020	     0.000	    -0.090	     0.092
 90.388700	     0.040	     0.030	    -0.100	     0.112
 90.400000	     0.020	     0.020	    -0.090	     0.094
 90.411300	     0.020	    -0.010	    -0.110	     0.112
 90.422600	     0.000	     0.020	    -0.110	     0.112
 90.433900	     0.010	     0.030	    -0.110	     0.114
 90.445200	     0.030	     0.000	    -0.110	     0.114
 90.456500	     0.000	     0.010	    -0.100	     0.100
 90.467800	     0.020	     0.000	    -0.100	     0.102
 90.479100	     0.030	     0.010	    -0.090	     0.095
 90.490400	     0.020	     0.010	    -0.100	     0.102
 90.501700	     0.010	     0.010	    -0.080	     0.081
 90.513000	     0.040	     0.000	    -0.100	     0.108
 90.524300	     0.020	     0.010	    -0.100	     0.102
 90.535600	     0.020	     0.000	    -0.110	     0.112
 90.546900	     0.010	     0.010	    -0.100	     0.101
 90.558200	     0.020	     0.010	    -0.110	     0.112
 90.569500	     0.010	     0.000	    -0.120	     0.120
 90.580800	     0.020	    -0.010	    -0.100	     0.102
 90.592100	     0.030	     0.000	    -0.110	     0.114
 90.603400	     0.020	    -0.010	    -0.100	     0.102
 90.614700	     0.000	     0.010	    -0.100	     0.100
 90.626000	     0.020	     0.020	    -0.120	     0.123
 90.637300	     0.000	    -0.010	    -0.100	     0.100
 90.648600	    -0.010	     0.010	    -0.090	     0.091
 90.659900	     0.010	     0.020	    -0.110	     0.112
 90.671200	     0.010	     0.010	    -0.100	     0.101
 90.682500	     0.010	     0.000	    -0.100	     0.100
 90.693800	     0.030	     0.000	    -0.080	     0.085
 90.705100	     0.010	     0.020	    -0.100	     0.102
 90.716400	     0.000	     0.010	    -0.090	     0.091
 90.727700	     0.010	     0.010	    -0.090	     0.091
 90.739000	     0.000	     0.020	    -0.110	     0.112
 90.750300	     0.020	     0.010	    -0.100	     0.102
 90.761600	     0.000	     0.000	    -0.100	     0.100
 90.772900	     0.030	     0.010	    -0.110	     0.114
 90.784200	     0.020	     0.020	    -0.110	     0.114
 90.795500	     0.010	     0.000	    -0.090	     0.091
 90.806800	     0.020	     0.000	    -0.100	     0.102
 90.818100	     0.020	     0.010	    -0.090	     0.093
 90.829400	     0.020	     0.000	    -0.090	     0.092
 90.840700	     0.010	     0.000	    -0.110	     0.110
 90.852000	     0.030	     0.010	    -0.090	     0.095
 90.863300	     0.030	     0.000	    -0.100	     0.104
 90.874600	     0.020	     0.020	    -0.110	     0.114
 90.885900	     0.020	     0.010	    -0.110	     0.112
 90.897200	     0.010	     0.010	    -0.110	     0.111
 90.908500	     0.040	     0.010	    -0.100	     0.108
 90.919800	     0.010	     0.000	    -0.080	     0.081
 90.931100	     0.000	     0.000	    -0.100	     0.100
 90.942400	     0.010	     0.000	    -0.100	     0.100
 90.953700	     0.020	     0.010	    -0.090	     0.093
 90.965000	     0.020	     0.010	    -0.100	     0.102
 90.976300	     0.020	    -0.010	    -0.110	     0.112
 90.987600	     0.010	     0.020	    -0.090	     0.093
 90.998900	     0.020	     0.020	    -0.110	     0.114
 91.010200	     0.020	     0.010	    -0.100	     0.102
 91.021500	     0.020	     0.020	    -0.110	     0.114
 91.032800	     0.020	     0.020	    -0.110	     0.114
 91.044100	     0.010	     0.010	    -0.110	     0.111
 91.055400	     0.010	     0.000	    -0.120	     0.120
 91.066700	     0.040	     0.010	    -0.110	     0.117
 91.078000	     0.010	     0.000	    -0.100	     0.100
 91.089300	     0.020	     0.010	    -0.110	     0.112
 91.100600	     0.020	     0.000	    -0.100	     0.102
 91.111900	     0.020	     0.000	    -0.090	     0.092
 91.123200	     0.030	     0.000	    -0.090	     0.095
 91.134500	     0.020	     0.020	    -0.090	     0.094
 91.145800	     0.010	     0.010	    -0.090	     0.091
 91.157100	     0.030	     0.010	    -0.090	     0.095
 91.168400	     0.020	     0.010	    -0.100	     0.102
 91.179700	     0.020	     0.010	    -0.090	     0.093
 91.191000	     0.030	     0.010	    -0.100	     0.105
 91.202300	     0.020	     0.010	    -0.080	     0.083
 91.213600	     0.020	     0.030	    -0.100	     0.106
 91.224900	     0.020	     0.010	    -0.090	     0.093
 91.236200	     0.010	     0.020	    -0.120	     0.122
 91.247500	     0.030	     0.020	    -0.100	     0.106
 91.258800	     0.010	     0.020	    -0.110	     0.112
 91.270100	     0.010	     0.010	    -0.080	     0.081
 91.281400	     0.010	     0.000	    -0.100	     0.100
 91.292700	     0.020	     0.010	    -0.100	     0.102
 91.304000	     0.000	     0.020	    -0.110	     0.112
 91.315300	     0.000	     0.030	    -0.100	     0.104
 91.326600	     0.000	     0.000	    -0.120	     0.120
 91.337900	     0.010	     0.010	    -0.100	     0.101
 91.349200	     0.020	     0.000	    -0.090	     0.092
 91.360500	     0.010	     0.010	    -0.100	     0.101
 91.371800	     0.020	     0.000	    -0.100	     0.102
 91.383100	     0.020	     0.000	    -0.110	     0.112
 91.394400	     0.010	     0.010	    -0.110	     0.111
 91.405700	     0.020	    -0.010	    -0.100	     0.102
 91.417000	     0.020	     0.010	    -0.110	     0.112
 91.428300	     0.010	     0.020	    -0.110	     0.112
 91.439600	     0.010	     0.010	    -0.110	     0.111
 91.450900	     0.020	     0.000	    -0.100	     0.102
 91.462200	     0.030	     0.010	    -0.100	     0.105
 91.473500	     0.020	     0.000	    -0.110	     0.112
 91.484800	     0.020	     0.000	    -0.110	     0.112
 91.496100	     0.010	     0.010	    -0.110	     0.111
 91.507400	     0.010	     0.010	    -0.110	     0.111
 91.518700	     0.010	     0.000	    -0.110	     0.110
 91.530000	     0.010	     0.010	    -0.100	     0.101
 91.541300	     0.020	     0.010	    -0.120	     0.122
 91.552600	     0.020	     0.000	    -0.110	     0.112
 91.563900	     0.010	     0.020	    -0.120	     0.122
 91.575200	     0.000	     0.010	    -0.090	     0.091
 91.586500	     0.030	     0.010	    -0.100	     0.105
 91.597800	     0.020	     0.000	    -0.100	     0.102
 91.609100	     0.030	     0.010	    -0.110	     0.114
 91.620400	     0.020	     0.010	    -0.100	     0.102
 91.631700	     0.030	     0.020	    -0.110	     0.116
 91.643000	     0.010	     0.010	    -0.100	     0.101
 91.654300	     0.010	     0.010	    -0.120	     0.121
 91.665600	     0.010	     0.000	    -0.110	     0.110
 91.676900	     0.000	     0.010	    -0.110	     0.110
 91.688200	     0.020	    -0.010	    -0.110	     0.112
 91.699500	     0.000	    -0.020	    -0.100	     0.102
 91.710800	     0.020	     0.010	    -0.090	     0.093
 91.722100	     0.020	     0.010	    -0.100	     0.102
 91.733400	     0.010	     0.000	    -0.100	     0.100
 91.744700	     0.010	     0.000	    -0.110	     0.110
 91.756000	     0.010	     0.010	    -0.110	     0.111
 91.767300	     0.000	     0.000	    -0.110	     0.110
 91.778600	     0.010	     0.010	    -0.090	     0.091
 91.789900	     0.030	     0.000	    -0.110	     0.114
 91.801200	     0.030	    -0.010	    -0.110	     0.114
 91.812500	     0.030	     0.000	    -0.110	     0.114
 91.823800	     0.020	     0.000	    -0.120	     0.122
 91.835100	     0.020	     0.020	    -0.110	     0.114
 91.846400	     0.020	     0.010	    -0.120	     0.122
 91.857700	     0.010	     0.000	    -0.110	     0.110
 91.869000	     0.030	     0.010	    -0.120	     0.124
 91.880300	     0.010	     0.010	    -0.110	     0.111
 91.891600	     0.010	     0.010	    -0.110	     0.111
 91.902900	     0.020	     0.010	    -0.130	     0.132
 91.914200	     0.000	     0.000	    -0.120	     0.120
 91.925500	     0.020	     0.000	    -0.120	     0.122
 91.936800	     0.040	     0.000	    -0.110	     0.117
 91.948100	     0.030	     0.010	    -0.110	     0.114
 91.959400	     0.010	     0.000	    -0.110	     0.110
 91.970700	     0.020	     0.020	    -0.130	     0.133
 91.982000	     0.010	     0.010	    -0.100	     0.101
 91.993300	     0.020	     0.010	    -0.100	     0.102
 92.004600	     0.010	     0.010	    -0.110	     0.111
 92.015900	     0.030	     0.010	    -0.100	     0.105
 92.027200	     0.020	     0.010	    -0.100	     0.102
 92.038500	     0.030	     0.010	    -0.100	     0.105
 92.049800	     0.010	    -0.010	    -0.090	     0.091
 92.061100	     0.030	     0.000	    -0.110	     0.114
 92.072400	     0.020	     0.020	    -0.110	     0.114
 92.083700	     0.020	     0.020	    -0.110	     0.114
 92.095000	     0.040	     0.000	    -0.090	     0.098
 92.106300	     0.010	     0.010	    -0.110	     0.111
 92.117600	     0.010	     0.020	    -0.110	     0.112
 92.128900	     0.010	     0.020	    -0.100	     0.102
 92.140200	     0.010	     0.020	    -0.100	     0.102
 92.151500	     0.030	     0.000	    -0.110	     0.114
 92.162800	     0.010	     0.000	    -0.110	     0.110
 92.174100	     0.010	     0.010	    -0.100	     0.101
 92.185400	     0.020	     0.000	    -0.110	     0.112
 92.196700	     0.040	     0.010	    -0.110	     0.117
 92.208000	     0.020	     0.000	    -0.110	     0.112
 92.219300	     0.040	     0.010	    -0.100	     0.108
 92.230600	     0.020	     0.010	    -0.100	     0.102
 92.241900	     0.020	     0.000	    -0.110	     0.112
 92.253200	     0.020	    -0.010	    -0.120	     0.122
 92.264500	     0.010	     0.020	    -0.100	     0.102
 92.275800	     0.030	     0.020	    -0.110	     0.116
 92.287100	     0.040	     0.000	    -0.110	     0.117
 92.298400	     0.020	    -0.010	    -0.100	     0.102
 92.309700	     0.000	     0.000	    -0.100	     0.100
 92.321000	     0.020	     0.000	    -0.110	     0.112
 92.332300	     0.030	     0.010	    -0.120	     0.124
 92.343600	     0.030	     0.000	    -0.120	     0.124
 92.354900	     0.020	     0.000	    -0.100	     0.102
 92.366200	     0.010	     0.000	    -0.100	     0.100
 92.377500	     0.030	     0.000	    -0.110	     0.114
 92.388800	     0.010	     0.010	    -0.110	     0.111
 92.400100	     0.000	     0.010	    -0.120	     0.120
 92.411400	     0.020	     0.020	    -0.090	     0.094
 92.422700	     0.010	     0.010	    -0.130	     0.131
 92.434000	     0.030	     0.000	    -0.110	     0.114
 92.445300	     0.010	     0.010	    -0.100	     0.101
 92.456600	     0.000	     0.010	    -0.100	     0.100
 92.467900	     0.000	     0.020	    -0.090	     0.092
 92.479200	     0.020	     0.020	    -0.100	     0.104
 92.490500	     0.020	     0.010	    -0.100	     0.102
 92.501800	     0.010	     0.020	    -0.100	     0.102
 92.513100	     0.020	     0.000	    -0.100	     0.102
 92.524400	     0.010	     0.010	    -0.090	     0.091
 92.535700	     0.040	     0.020	    -0.100	     0.110
 92.547000	     0.010	     0.010	    -0.100	     0.101
 92.558300	     0.020	     0.000	    -0.100	     0.102
 92.569600	     0.030	     0.010	    -0.100	     0.105
 92.580900	     0.040	     0.010	    -0.090	     0.099
 92.592200	     0.030	     0.000	    -0.110	     0.114
 92.603500	     0.030	     0.000	    -0.110	     0.114
 92.614800	     0.030	     0.020	    -0.130	     0.135
 92.626100	     0.040	     0.000	    -0.110	     0.117
 92.637400	     0.010	     0.000	    -0.110	     0.110
 92.648700	     0.020	     0.020	    -0.100	     0.104
 92.660000	     0.020	     0.010	    -0.080	     0.083
 92.671300	     0.030	     0.010	    -0.090	     0.095
 92.682600	     0.030	     0.010	    -0.090	     0.095
 92.693900	     0.030	     0.020	    -0.100	     0.106
 92.705200	     0.040	     0.010	    -0.100	     0.108
 92.716500	     0.020	     0.010	    -0.100	     0.102
 92.727800	     0.020	     0.000	    -0.080	     0.082
 92.739100	     0.030	     0.020	    -0.100	     0.106
 92.750400	     0.030	     0.010	    -0.110	     0.114
 92.761700	     0.030	    -0.010	    -0.100	     0.105
 92.773000	     0.010	    -0.010	    -0.090	     0.091
 92.784300	     0.010	     0.000	    -0.100	     0.100
 92.795600	     0.030	     0.010	    -0.100	     0.105
 92.806900	     0.040	     0.010	    -0.110	     0.117
 92.818200	     0.020	     0.010	    -0.090	     0.093
 92.829500	     0.030	     0.010	    -0.100	     0.105
 92.840800	     0.040	     0.000	    -0.090	     0.098
 92.852100	     0.040	     0.020	    -0.110	     0.119
 92.863400	     0.030	     0.010	    -0.100	     0.105
 92.874700	     0.020	     0.000	    -0.100	     0.102
 92.886000	     0.030	     0.010	    -0.100	     0.105
 92.897300	     0.020	     0.010	    -0.100	     0.102
 92.908600	     0.030	    -0.010	    -0.090	     0.095
 92.919900	     0.010	     0.020	    -0.100	     0.102
 92.931200	     0.010	     0.000	    -0.110	     0.110
 92.942500	     0.030	     0.010	    -0.110	     0.114
 92.953800	     0.020	     0.000	    -0.110	     0.112
 92.965100	     0.010	     0.000	    -0.100	     0.100
 92.976400	     0.010	     0.020	    -0.090	     0.093
 92.987700	     0.010	     0.020	    -0.110	     0.112
 92.999000	     0.030	     0.010	    -0.110	     0.114
 93.010300	     0.010	     0.020	    -0.100	     0.102
 93.021600	     0.000	     0.010	    -0.100	     0.100
 93.032900	     0.010	     0.000	    -0.110	     0.110
 93.044200	     0.030	     0.010	    -0.100	     0.105
 93.055500	     0.030	     0.010	    -0.100	     0.105
 93.066800	     0.000	     0.010	    -0.100	     0.100
 93.078100	     0.010	     0.020	    -0.120	     0.122
 93.089400	     0.010	     0.010	    -0.110	     0.111
 93.100700	     0.020	     0.020	    -0.090	     0.094
 93.112000	     0.020	     0.000	    -0.110	     0.112
 93.123300	     0.020	     0.010	    -0.110	     0.112
 93.134600	     0.000	     0.010	    -0.100	     0.100
 93.145900	     0.020	     0.000	    -0.100	     0.102
 93.157200	     0.020	     0.000	    -0.090	     0.092
 93.168500	     0.010	     0.010	    -0.120	     0.121
 93.179800	     0.020	     0.000	    -0.090	     0.092
 93.191100	     0.010	     0.000	    -0.100	     0.100
 93.202400	     0.010	     0.020	    -0.100	     0.102
 93.213700	     0.030	     0.010	    -0.100	     0.105
 93.225000	     0.020	     0.010	    -0.110	     0.112
 93.236300	     0.020	     0.030	    -0.100	     0.106
 93.247600	     0.000	     0.010	    -0.090	     0.091
 93.258900	     0.010	     0.010	    -0.090	     0.091
 93.270200	     0.010	     0.020	    -0.110	     0.112
 93.281500	     0.020	     0.020	    -0.090	     0.094
 93.292800	     0.010	     0.010	    -0.110	     0.111
 93.304100	     0.040	     0.010	    -0.110	     0.117
 93.315400	     0.030	     0.000	    -0.100	     0.104
 93.326700	     0.020	    -0.010	    -0.110	     0.112
 93.338000	     0.020	     0.020	    -0.100	     0.104
 93.349300	     0.010	     0.000	    -0.120	     0.120
 93.360600	     0.030	     0.010	    -0.100	     0.105
 93.371900	     0.020	     0.000	    -0.090	     0.092
 93.383200	     0.010	     0.010	    -0.120	     0.121
 93.394500	     0.000	     0.010	    -0.100	     0.100
 93.405800	     0.020	     0.010	    -0.110	     0.112
 93.417100	     0.010	     0.020	    -0.110	     0.112
 93.428400	     0.010	     0.030	    -0.100	     0.105
 93.439700	     0.020	     0.020	    -0.120	     0.123
 93.451000	     0.020	     0.000	    -0.100	     0.102
 93.462300	     0.030	     0.010	    -0.100	     0.105
 93.473600	     0.030	     0.020	    -0.110	     0.116
 93.484900	     0.020	     0.010	    -0.100	     0.102
 93.496200	     0.020	     0.010	    -0.120	     0.122
 93.507500	     0.030	     0.010	    -0.120	     0.124
 93.518800	     0.010	     0.020	    -0.110	     0.112
 93.530100	     0.000	     0.020	    -0.090	     0.092
 93.541400	     0.030	     0.010	    -0.110	     0.114
 93.552700	     0.030	     0.010	    -0.090	     0.095
 93.564000	     0.020	     0.010	    -0.110	     0.112
 93.575300	     0.010	     0.000	    -0.110	     0.110
 93.586600	     0.030	     0.000	    -0.100	     0.104
 93.597900	     0.030	     0.010	    -0.100	     0.105
 93.609200	     0.020	     0.010	    -0.120	     0.122
 93.620500	     0.020	     0.020	    -0.110	     0.114
 93.631800	     0.020	     0.010	    -0.100	     0.102
 93.643100	     0.010	     0.020	    -0.110	     0.112
 93.654400	     0.010	     0.010	    -0.100	     0.101
 93.665700	     0.010	     0.030	    -0.100	     0.105
 93.677000	     0.020	     0.020	    -0.100	     0.104
 93.688300	     0.020	     0.020	    -0.100	     0.104
 93.699600	     0.020	     0.010	    -0.110	     0.112
 93.710900	     0.020	     0.020	    -0.110	     0.114
 93.722200	     0.010	     0.030	    -0.110	     0.114
 93.733500	     0.020	     0.010	    -0.100	     0.102
 93.744800	     0.020	     0.000	    -0.120	     0.122
 93.756100	     0.030	     0.020	    -0.110	     0.116
 93.767400	     0.020	     0.000	    -0.100	     0.102
 93.778700	     0.020	     0.000	    -0.100	     0.102
 93.790000	     0.020	     0.010	    -0.110	     0.112
 93.801300	     0.020	     0.020	    -0.090	     0.094
 93.812600	     0.010	     0.000	    -0.110	     0.110
 93.823900	     0.020	     0.030	    -0.110	     0.116
 93.835200	     0.010	     0.010	    -0.090	     0.091
 93.846500	     0.000	     0.030	    -0.090	     0.095
 93.857800	     0.020	     0.000	    -0.110	     0.112
 93.869100	     0.020	     0.020	    -0.100	     0.104
 93.880400	     0.020	     0.000	    -0.100	     0.102
 93.891700	     0.010	     0.010	    -0.100	     0.101
 93.903000	     0.010	     0.020	    -0.090	     0.093
 93.914300	     0.010	     0.010	    -0.100	     0.101
 93.925600	     0.030	     0.020	    -0.110	     0.116
 93.936900	     0.020	     0.000	    -0.100	     0.102
 93.948200	     0.020	     0.000	    -0.100	     0.102
 93.959500	     0.030	     0.000	    -0.110	     0.114
 93.970800	     0.010	     0.000	    -0.110	     0.110
 93.982100	     0.020	     0.000	    -0.110	     0.112
 93.993400	     0.030	     0.000	    -0.110	     0.114
 94.004700	     0.010	     0.010	    -0.100	     0.101
 94.016000	     0.030	     0.030	    -0.110	     0.118
 94.027300	     0.020	     0.020	    -0.120	     0.123
 94.038600	     0.030	     0.030	    -0.100	     0.109
 94.049900	     0.020	     0.010	    -0.110	     0.112
 94.061200	     0.020	     0.010	    -0.100	     0.102
 94.072500	     0.020	     0.010	    -0.090	     0.093
 94.083800	     0.020	     0.010	    -0.100	     0.102
 94.095100	     0.020	     0.010	    -0.100	     0.102
 94.106400	     0.020	     0.000	    -0.100	     0.102
 94.117700	     0.020	     0.010	    -0.100	     0.102
 94.129000	     0.020	     0.010	    -0.080	     0.083
 94.140300	     0.010	     0.020	    -0.110	     0.112
 94.151600	     0.030	     0.020	    -0.100	     0.106
 94.162900	     0.020	     0.000	    -0.090	     0.092
 94.174200	     0.010	     0.010	    -0.090	     0.091
 94.185500	     0.010	     0.000	    -0.080	     0.081
 94.196800	     0.020	     0.010	    -0.080	     0.083
 94.208100	     0.010	     0.020	    -0.110	     0.112
 94.219400	     0.000	     0.000	    -0.100	     0.100
 94.230700	     0.000	     0.010	    -0.100	     0.100
 94.242000	     0.010	     0.000	    -0.110	     0.110
 94.253300	     0.000	     0.010	    -0.100	     0.100
 94.264600	     0.000	     0.010	    -0.100	     0.100
 94.275900	     0.020	     0.010	    -0.100	     0.102
 94.287200	     0.000	     0.020	    -0.110	     0.112
 94.298500	     0.040	     0.010	    -0.120	     0.127
 94.309800	     0.030	     0.020	    -0.130	     0.135
 94.321100	     0.010	     0.020	    -0.110	     0.112
 94.332400	     0.000	     0.010	    -0.090	     0.091
 94.343700	     0.010	     0.010	    -0.100	     0.101
 94.355000	     0.010	     0.010	    -0.090	     0.091
 94.366300	     0.000	     0.010	    -0.090	     0.091
 94.377600	     0.020	     0.010	    -0.080	     0.083
 94.388900	     0.030	     0.010	    -0.100	     0.105
 94.400200	     0.020	     0.000	    -0.100	     0.102
 94.411500	     0.010	     0.020	    -0.090	     0.093
 94.422800	     0.030	     0.020	    -0.090	     0.097
 94.434100	     0.020	     0.020	    -0.110	     0.114
 94.445400	     0.020	     0.010	    -0.100	     0.102
 94.456700	     0.030	     0.000	    -0.090	     0.095
 94.468000	     0.010	     0.000	    -0.100	     0.100
 94.479300	     0.020	     0.020	    -0.100	     0.104
 94.490600	     0.010	     0.020	    -0.100	     0.102
 94.501900	     0.030	     0.010	    -0.100	     0.105
 94.513200	     0.040	     0.010	    -0.110	     0.117
 94.524500	     0.010	     0.010	    -0.110	     0.111
 94.535800	     0.010	     0.010	    -0.110	     0.111
 94.547100	     0.010	     0.010	    -0.090	     0.091
 94.558400	     0.000	     0.010	    -0.100	     0.100
 94.569700	     0.010	     0.010	    -0.110	     0.111
 94.581000	     0.010	     0.020	    -0.110	     0.112
 94.592300	     0.020	     0.000	    -0.110	     0.112
 94.603600	     0.010	     0.010	    -0.090	     0.091
 94.614900	     0.010	     0.010	    -0.110	     0.111
 94.626200	     0.030	     0.020	    -0.100	     0.106
 94.637500	     0.020	     0.000	    -0.090	     0.092
 94.648800	     0.000	     0.020	    -0.090	     0.092
 94.660100	     0.020	     0.000	    -0.090	     0.092
 94.671400	     0.000	     0.000	    -0.080	     0.080
 94.682700	    -0.010	     0.020	    -0.100	     0.102
 94.694000	     0.010	     0.010	    -0.090	     0.091
 94.705300	     0.010	     0.010	    -0.090	     0.091
 94.716600	     0.010	     0.010	    -0.090	     0.091
 94.727900	     0.020	     0.030	    -0.080	     0.088
