All   channel acquired
Date[dd-mm-yy]= 20-10-22   Time= 15:15:17
  time[s]	      Bx[mT]	     By[mT]	      Bz[mT]	     Bmod[mT]
  3.200480	     0.000	    -0.050	    -0.030	     0.058
  3.207120	    -0.020	    -0.030	     0.000	     0.036
  3.213760	     0.010	    -0.020	    -0.010	     0.024
  3.220400	     0.000	    -0.040	    -0.020	     0.045
  3.227040	    -0.030	    -0.010	    -0.010	     0.033
  3.233680	     0.000	    -0.010	    -0.010	     0.014
  3.240320	    -0.020	    -0.010	    -0.030	     0.037
  3.246960	    -0.010	    -0.010	     0.000	     0.014
  3.253600	     0.030	    -0.020	    -0.030	     0.047
  3.260240	    -0.010	    -0.020	    -0.020	     0.030
  3.266880	    -0.030	    -0.010	    -0.010	     0.033
  3.273520	     0.000	    -0.020	    -0.020	     0.028
  3.280160	     0.010	    -0.040	     0.000	     0.041
  3.286800	    -0.010	    -0.020	     0.000	     0.022
  3.293440	    -0.010	    -0.020	    -0.030	     0.037
  3.300080	     0.000	    -0.050	    -0.010	     0.051
  3.306720	     0.020	    -0.030	    -0.010	     0.037
  3.313360	     0.000	     0.000	    -0.010	     0.010
  3.320000	    -0.010	    -0.020	    -0.030	     0.037
  3.326640	     0.000	    -0.030	    -0.020	     0.036
  3.333280	    -0.010	    -0.020	    -0.020	     0.030
  3.339920	    -0.010	    -0.020	    -0.030	     0.037
  3.346560	    -0.020	    -0.030	    -0.020	     0.041
  3.353200	     0.010	    -0.010	     0.000	     0.014
  3.359840	     0.020	    -0.020	    -0.020	     0.035
  3.366480	    -0.030	    -0.010	    -0.010	     0.033
  3.373120	     0.000	    -0.010	    -0.020	     0.022
  3.379760	    -0.020	     0.000	    -0.030	     0.036
  3.386400	     0.030	    -0.020	    -0.050	     0.062
  3.393040	     0.010	     0.000	     0.000	     0.010
  3.399680	     0.020	    -0.020	     0.010	     0.030
  3.406320	    -0.030	     0.010	    -0.020	     0.037
  3.412960	     0.000	    -0.010	    -0.030	     0.032
  3.419600	    -0.030	    -0.040	    -0.020	     0.054
  3.426240	     0.000	    -0.030	    -0.050	     0.058
  3.432880	     0.000	    -0.040	     0.010	     0.041
  3.439520	     0.010	     0.000	     0.000	     0.010
  3.446160	     0.000	    -0.010	    -0.050	     0.051
  3.452800	    -0.020	    -0.020	    -0.020	     0.035
  3.459440	    -0.010	    -0.020	    -0.050	     0.055
  3.466080	    -0.020	    -0.010	    -0.020	     0.030
  3.472720	    -0.010	    -0.020	    -0.020	     0.030
  3.479360	    -0.020	    -0.030	     0.000	     0.036
  3.486000	     0.000	     0.010	    -0.050	     0.051
  3.492640	    -0.030	    -0.030	     0.010	     0.044
  3.499280	     0.010	     0.010	    -0.050	     0.052
  3.505920	    -0.040	    -0.020	    -0.030	     0.054
  3.512560	     0.000	     0.010	    -0.060	     0.061
  3.519200	    -0.020	    -0.020	    -0.020	     0.035
  3.525840	    -0.020	     0.020	    -0.010	     0.030
  3.532480	    -0.020	     0.000	    -0.030	     0.036
  3.539120	     0.000	    -0.020	     0.000	     0.020
  3.545760	     0.000	    -0.050	    -0.020	     0.054
  3.552400	    -0.020	    -0.020	    -0.010	     0.030
  3.559040	     0.000	    -0.010	    -0.020	     0.022
  3.565680	     0.050	     0.010	     0.000	     0.051
  3.572320	     0.000	    -0.010	    -0.020	     0.022
  3.578960	     0.000	    -0.020	    -0.020	     0.028
  3.585600	    -0.020	    -0.020	    -0.020	     0.035
  3.592240	    -0.010	    -0.010	    -0.020	     0.024
  3.598880	    -0.030	    -0.030	    -0.030	     0.052
  3.605520	     0.010	    -0.020	    -0.020	     0.030
  3.612160	    -0.020	     0.000	    -0.010	     0.022
  3.618800	    -0.010	     0.000	    -0.010	     0.014
  3.625440	    -0.020	     0.000	    -0.010	     0.022
  3.632080	    -0.020	     0.000	    -0.030	     0.036
  3.638720	    -0.030	    -0.010	    -0.030	     0.044
  3.645360	    -0.020	    -0.010	    -0.010	     0.024
  3.652000	    -0.040	    -0.030	    -0.020	     0.054
  3.658640	     0.010	    -0.020	    -0.010	     0.024
  3.665280	     0.000	    -0.030	    -0.010	     0.032
  3.671920	    -0.010	    -0.050	    -0.020	     0.055
  3.678560	    -0.010	    -0.020	    -0.060	     0.064
  3.685200	    -0.010	     0.000	    -0.030	     0.032
  3.691840	     0.020	    -0.010	    -0.030	     0.037
  3.698480	    -0.030	    -0.030	     0.000	     0.042
  3.705120	    -0.020	    -0.020	    -0.030	     0.041
  3.711760	    -0.010	    -0.010	    -0.010	     0.017
  3.718400	    -0.020	    -0.010	     0.000	     0.022
  3.725040	     0.030	     0.000	    -0.020	     0.036
  3.731680	    -0.010	    -0.010	    -0.030	     0.033
  3.738320	     0.010	     0.000	    -0.030	     0.032
  3.744960	     0.010	    -0.030	    -0.010	     0.033
  3.751600	     0.010	     0.000	     0.010	     0.014
  3.758240	    -0.020	     0.000	    -0.050	     0.054
  3.764880	     0.010	    -0.030	    -0.010	     0.033
  3.771520	    -0.010	     0.000	     0.010	     0.014
  3.778160	     0.000	     0.020	     0.000	     0.020
  3.784800	     0.000	     0.000	    -0.010	     0.010
  3.791440	    -0.010	    -0.010	    -0.010	     0.017
  3.798080	     0.010	    -0.030	     0.000	     0.032
  3.804720	     0.010	    -0.020	     0.000	     0.022
  3.811360	     0.000	    -0.010	    -0.020	     0.022
  3.818000	    -0.010	    -0.020	    -0.010	     0.024
  3.824640	    -0.020	    -0.010	    -0.010	     0.024
  3.831280	    -0.010	    -0.020	    -0.020	     0.030
  3.837920	     0.030	     0.010	    -0.030	     0.044
  3.844560	    -0.010	     0.000	     0.010	     0.014
  3.851200	     0.020	     0.000	    -0.020	     0.028
  3.857840	    -0.010	     0.000	    -0.020	     0.022
  3.864480	    -0.020	     0.020	     0.000	     0.028
  3.871120	     0.000	     0.000	     0.000	     0.000
  3.877760	     0.010	    -0.010	     0.000	     0.014
  3.884400	    -0.010	     0.010	    -0.010	     0.017
  3.891040	     0.010	     0.010	    -0.020	     0.024
  3.897680	     0.010	    -0.010	    -0.010	     0.017
  3.904320	     0.010	    -0.030	     0.000	     0.032
  3.910960	     0.000	     0.010	    -0.010	     0.014
  3.917600	    -0.010	    -0.030	     0.000	     0.032
  3.924240	     0.000	    -0.020	    -0.010	     0.022
  3.930880	    -0.020	    -0.020	     0.020	     0.035
  3.937520	    -0.020	    -0.040	    -0.020	     0.049
  3.944160	    -0.010	    -0.010	     0.010	     0.017
  3.950800	    -0.040	    -0.020	     0.000	     0.045
  3.957440	     0.000	     0.000	     0.000	     0.000
  3.964080	    -0.020	    -0.040	     0.000	     0.045
  3.970720	     0.000	     0.010	    -0.060	     0.061
  3.977360	     0.010	     0.000	    -0.010	     0.014
  3.984000	     0.000	    -0.030	    -0.020	     0.036
  3.990640	    -0.010	    -0.010	    -0.010	     0.017
  3.997280	     0.000	    -0.020	    -0.010	     0.022
  4.003920	     0.000	    -0.010	     0.000	     0.010
  4.010560	     0.020	    -0.010	    -0.010	     0.024
  4.017200	    -0.010	     0.000	     0.000	     0.010
  4.023840	    -0.020	    -0.010	    -0.010	     0.024
  4.030480	    -0.020	    -0.030	     0.000	     0.036
  4.037120	    -0.010	    -0.020	    -0.010	     0.024
  4.043760	    -0.020	    -0.030	    -0.050	     0.062
  4.050400	     0.020	    -0.040	    -0.030	     0.054
  4.057040	    -0.010	    -0.020	    -0.010	     0.024
  4.063680	    -0.010	     0.000	    -0.020	     0.022
  4.070320	    -0.020	    -0.020	    -0.010	     0.030
  4.076960	     0.010	    -0.020	    -0.030	     0.037
  4.083600	     0.000	    -0.070	    -0.050	     0.086
  4.090240	     0.010	     0.010	    -0.030	     0.033
  4.096880	    -0.020	    -0.020	    -0.010	     0.030
  4.103520	    -0.020	     0.020	     0.000	     0.028
  4.110160	     0.020	     0.000	    -0.010	     0.022
  4.116800	     0.000	    -0.010	    -0.010	     0.014
  4.123440	     0.000	     0.020	    -0.020	     0.028
  4.130080	     0.010	    -0.020	    -0.050	     0.055
  4.136720	     0.010	     0.000	    -0.020	     0.022
  4.143360	    -0.010	    -0.020	    -0.010	     0.024
  4.150000	    -0.020	     0.000	    -0.020	     0.028
  4.156640	    -0.010	    -0.010	     0.010	     0.017
  4.163280	     0.000	    -0.030	    -0.030	     0.042
  4.169920	     0.000	    -0.030	     0.010	     0.032
  4.176560	     0.010	     0.010	    -0.030	     0.033
  4.183200	    -0.010	    -0.020	    -0.010	     0.024
  4.189840	    -0.040	    -0.010	    -0.020	     0.046
  4.196480	     0.000	     0.000	    -0.010	     0.010
  4.203120	     0.010	    -0.040	    -0.030	     0.051
  4.209760	    -0.030	    -0.030	    -0.020	     0.047
  4.216400	     0.010	    -0.010	    -0.030	     0.033
  4.223040	    -0.040	    -0.020	     0.010	     0.046
  4.229680	     0.020	     0.000	    -0.010	     0.022
  4.236320	    -0.010	    -0.010	    -0.030	     0.033
  4.242960	     0.010	    -0.020	    -0.010	     0.024
  4.249600	    -0.020	     0.000	    -0.020	     0.028
  4.256240	     0.000	    -0.030	     0.000	     0.030
  4.262880	    -0.010	    -0.040	     0.020	     0.046
  4.269520	     0.010	    -0.010	     0.000	     0.014
  4.276160	    -0.010	     0.020	    -0.010	     0.024
  4.282800	    -0.010	     0.000	     0.010	     0.014
  4.289440	     0.010	     0.010	     0.020	     0.024
  4.296080	     0.010	    -0.020	     0.000	     0.022
  4.302720	     0.010	    -0.010	     0.000	     0.014
  4.309360	     0.000	     0.000	    -0.020	     0.020
  4.316000	    -0.030	     0.000	    -0.020	     0.036
  4.322640	     0.010	    -0.030	    -0.010	     0.033
  4.329280	     0.020	    -0.020	    -0.010	     0.030
  4.335920	    -0.020	    -0.010	     0.010	     0.024
  4.342560	     0.000	    -0.020	     0.000	     0.020
  4.349200	    -0.030	    -0.010	    -0.010	     0.033
  4.355840	     0.010	    -0.030	     0.000	     0.032
  4.362480	     0.000	     0.000	    -0.010	     0.010
  4.369120	    -0.030	     0.010	    -0.030	     0.044
  4.375760	    -0.030	    -0.010	     0.000	     0.032
  4.382400	     0.010	     0.000	    -0.030	     0.032
  4.389040	     0.000	    -0.030	    -0.010	     0.032
  4.395680	     0.000	    -0.020	    -0.030	     0.036
  4.402320	    -0.010	     0.010	    -0.010	     0.017
  4.408960	    -0.010	     0.000	     0.000	     0.010
  4.415600	    -0.010	     0.000	    -0.030	     0.032
  4.422240	     0.010	    -0.010	     0.000	     0.014
  4.428880	    -0.010	    -0.010	    -0.020	     0.024
  4.435520	     0.000	    -0.010	     0.010	     0.014
  4.442160	    -0.020	    -0.020	    -0.020	     0.035
  4.448800	    -0.030	    -0.030	    -0.010	     0.044
  4.455440	     0.020	    -0.030	     0.000	     0.036
  4.462080	    -0.030	     0.000	     0.010	     0.032
  4.468720	    -0.010	    -0.020	    -0.030	     0.037
  4.475360	     0.010	    -0.020	    -0.020	     0.030
  4.482000	    -0.010	     0.010	     0.020	     0.024
  4.488640	     0.000	    -0.040	     0.030	     0.050
  4.495280	    -0.020	    -0.040	    -0.020	     0.049
  4.501920	     0.010	    -0.010	     0.010	     0.017
  4.508560	    -0.020	    -0.030	    -0.010	     0.037
  4.515200	    -0.020	    -0.010	    -0.050	     0.055
  4.521840	    -0.030	    -0.020	     0.000	     0.036
  4.528480	     0.000	    -0.030	     0.000	     0.030
  4.535120	     0.000	    -0.020	    -0.050	     0.054
  4.541760	    -0.010	    -0.040	     0.010	     0.042
  4.548400	     0.000	    -0.010	    -0.010	     0.014
  4.555040	    -0.020	    -0.030	     0.000	     0.036
  4.561680	     0.010	     0.000	    -0.020	     0.022
  4.568320	     0.000	    -0.030	    -0.030	     0.042
  4.574960	     0.030	    -0.020	    -0.030	     0.047
  4.581600	    -0.020	    -0.020	     0.000	     0.028
  4.588240	    -0.010	     0.000	    -0.010	     0.014
  4.594880	     0.010	    -0.030	    -0.020	     0.037
  4.601520	     0.000	    -0.010	    -0.050	     0.051
  4.608160	     0.000	    -0.040	     0.010	     0.041
  4.614800	    -0.010	     0.020	    -0.010	     0.024
  4.621440	    -0.010	    -0.010	    -0.050	     0.052
  4.628080	     0.000	    -0.010	    -0.050	     0.051
  4.634720	     0.010	    -0.050	    -0.020	     0.055
  4.641360	    -0.020	     0.000	     0.010	     0.022
  4.648000	    -0.020	    -0.030	    -0.050	     0.062
  4.654640	    -0.030	     0.010	     0.020	     0.037
  4.661280	    -0.030	     0.010	     0.000	     0.032
  4.667920	     0.020	    -0.040	    -0.030	     0.054
  4.674560	     0.010	    -0.030	    -0.030	     0.044
  4.681200	     0.000	    -0.020	     0.010	     0.022
  4.687840	     0.010	    -0.040	     0.010	     0.042
  4.694480	    -0.010	    -0.010	    -0.030	     0.033
  4.701120	     0.030	    -0.020	     0.000	     0.036
  4.707760	    -0.020	    -0.010	    -0.010	     0.024
  4.714400	    -0.030	    -0.020	    -0.020	     0.041
  4.721040	    -0.020	    -0.030	    -0.030	     0.047
  4.727680	    -0.020	     0.000	    -0.030	     0.036
  4.734320	     0.040	    -0.010	     0.000	     0.041
  4.740960	     0.000	     0.010	     0.000	     0.010
  4.747600	    -0.020	    -0.010	    -0.020	     0.030
  4.754240	     0.000	     0.000	    -0.010	     0.010
  4.760880	    -0.020	    -0.020	    -0.020	     0.035
  4.767520	    -0.030	     0.020	     0.000	     0.036
  4.774160	     0.010	     0.000	     0.010	     0.014
  4.780800	     0.000	    -0.010	    -0.010	     0.014
  4.787440	    -0.020	     0.010	    -0.010	     0.024
  4.794080	     0.000	    -0.020	    -0.030	     0.036
  4.800720	    -0.020	     0.000	    -0.010	     0.022
  4.807360	    -0.020	     0.000	    -0.020	     0.028
  4.814000	    -0.020	    -0.030	     0.000	     0.036
  4.820640	    -0.010	     0.010	    -0.050	     0.052
  4.827280	    -0.050	    -0.020	    -0.010	     0.055
  4.833920	     0.000	    -0.020	     0.000	     0.020
  4.840560	    -0.020	     0.000	     0.000	     0.020
  4.847200	     0.010	     0.010	     0.010	     0.017
  4.853840	     0.000	     0.000	    -0.020	     0.020
  4.860480	     0.010	    -0.050	    -0.020	     0.055
  4.867120	    -0.020	     0.000	     0.010	     0.022
  4.873760	    -0.010	     0.000	     0.000	     0.010
  4.880400	    -0.010	    -0.040	     0.010	     0.042
  4.887040	     0.010	    -0.020	    -0.020	     0.030
  4.893680	    -0.020	    -0.020	    -0.010	     0.030
  4.900320	     0.020	    -0.030	    -0.020	     0.041
  4.906960	     0.020	    -0.020	    -0.020	     0.035
  4.913600	    -0.020	     0.000	    -0.030	     0.036
  4.920240	    -0.010	    -0.010	    -0.020	     0.024
  4.926880	     0.000	    -0.020	    -0.020	     0.028
  4.933520	     0.000	    -0.010	     0.000	     0.010
  4.940160	     0.000	    -0.020	     0.000	     0.020
  4.946800	    -0.060	     0.000	    -0.060	     0.085
  4.953440	    -0.010	    -0.020	     0.020	     0.030
  4.960080	     0.020	     0.000	    -0.030	     0.036
  4.966720	    -0.020	    -0.020	     0.000	     0.028
  4.973360	    -0.010	    -0.010	    -0.010	     0.017
  4.980000	     0.010	    -0.010	     0.000	     0.014
  4.986640	     0.000	     0.010	     0.010	     0.014
  4.993280	     0.020	    -0.040	    -0.010	     0.046
  4.999920	    -0.010	     0.000	    -0.020	     0.022
  5.006560	    -0.020	     0.000	    -0.030	     0.036
  5.013200	     0.010	    -0.010	    -0.030	     0.033
  5.019840	     0.000	    -0.020	    -0.010	     0.022
  5.026480	    -0.020	    -0.010	    -0.020	     0.030
  5.033120	    -0.020	    -0.040	    -0.030	     0.054
  5.039760	    -0.020	    -0.020	    -0.030	     0.041
  5.046400	    -0.010	    -0.030	     0.000	     0.032
  5.053040	     0.000	    -0.030	    -0.010	     0.032
  5.059680	    -0.020	     0.010	     0.030	     0.037
  5.066320	     0.000	     0.010	     0.000	     0.010
  5.072960	    -0.010	    -0.010	    -0.050	     0.052
  5.079600	     0.000	     0.000	    -0.030	     0.030
  5.086240	    -0.030	    -0.010	    -0.020	     0.037
  5.092880	     0.020	    -0.020	    -0.030	     0.041
  5.099520	     0.000	     0.010	    -0.010	     0.014
  5.106160	     0.010	    -0.030	    -0.010	     0.033
  5.112800	     0.030	    -0.020	    -0.050	     0.062
  5.119440	     0.000	     0.000	    -0.030	     0.030
  5.126080	     0.010	    -0.040	     0.000	     0.041
  5.132720	     0.000	    -0.030	    -0.030	     0.042
  5.139360	     0.010	    -0.010	    -0.010	     0.017
  5.146000	    -0.050	     0.010	     0.010	     0.052
  5.152640	    -0.030	     0.000	    -0.020	     0.036
  5.159280	     0.010	    -0.010	     0.010	     0.017
  5.165920	     0.000	    -0.030	    -0.010	     0.032
  5.172560	     0.000	    -0.020	    -0.020	     0.028
  5.179200	     0.000	    -0.020	    -0.010	     0.022
  5.185840	    -0.010	     0.010	    -0.020	     0.024
  5.192480	     0.000	     0.020	    -0.030	     0.036
  5.199120	    -0.030	     0.010	     0.010	     0.033
  5.205760	    -0.010	    -0.010	     0.000	     0.014
  5.212400	    -0.010	     0.000	    -0.020	     0.022
  5.219040	    -0.010	     0.010	     0.010	     0.017
  5.225680	    -0.020	    -0.020	    -0.010	     0.030
  5.232320	    -0.030	     0.000	     0.010	     0.032
  5.238960	    -0.010	    -0.020	    -0.020	     0.030
  5.245600	    -0.020	    -0.030	     0.000	     0.036
  5.252240	     0.000	     0.040	    -0.020	     0.045
  5.258880	    -0.030	    -0.030	    -0.010	     0.044
  5.265520	    -0.020	    -0.030	     0.000	     0.036
  5.272160	     0.010	     0.010	    -0.030	     0.033
  5.278800	    -0.010	    -0.030	     0.000	     0.032
  5.285440	    -0.010	    -0.020	    -0.020	     0.030
  5.292080	     0.000	    -0.040	    -0.060	     0.072
  5.298720	     0.000	    -0.010	    -0.030	     0.032
  5.305360	    -0.010	     0.000	    -0.020	     0.022
  5.312000	     0.000	     0.020	    -0.020	     0.028
  5.318640	     0.010	    -0.010	    -0.020	     0.024
  5.325280	     0.000	    -0.020	    -0.060	     0.063
  5.331920	    -0.030	    -0.030	    -0.030	     0.052
  5.338560	    -0.010	     0.010	     0.010	     0.017
  5.345200	    -0.010	     0.010	     0.000	     0.014
  5.351840	    -0.010	    -0.040	    -0.010	     0.042
  5.358480	    -0.010	    -0.020	    -0.010	     0.024
  5.365120	    -0.020	     0.000	    -0.030	     0.036
  5.371760	    -0.020	    -0.020	    -0.030	     0.041
  5.378400	    -0.010	     0.010	     0.010	     0.017
  5.385040	    -0.030	     0.000	    -0.020	     0.036
  5.391680	    -0.020	     0.000	    -0.030	     0.036
  5.398320	     0.030	    -0.010	    -0.050	     0.059
  5.404960	     0.020	    -0.020	    -0.050	     0.057
  5.411600	     0.000	     0.000	    -0.050	     0.050
  5.418240	    -0.020	    -0.040	    -0.030	     0.054
  5.424880	     0.000	    -0.020	    -0.010	     0.022
  5.431520	     0.000	    -0.020	     0.010	     0.022
  5.438160	     0.000	    -0.020	     0.010	     0.022
  5.444800	     0.000	    -0.020	    -0.020	     0.028
  5.451440	     0.010	    -0.040	    -0.010	     0.042
  5.458080	    -0.020	    -0.010	     0.000	     0.022
  5.464720	     0.000	    -0.010	    -0.010	     0.014
  5.471360	    -0.010	    -0.040	     0.010	     0.042
  5.478000	    -0.060	    -0.030	    -0.050	     0.084
  5.484640	    -0.010	    -0.020	    -0.050	     0.055
  5.491280	    -0.020	    -0.020	    -0.050	     0.057
  5.497920	    -0.010	    -0.010	    -0.050	     0.052
  5.504560	     0.000	    -0.010	    -0.020	     0.022
  5.511200	    -0.030	     0.010	     0.000	     0.032
  5.517840	     0.010	     0.000	    -0.020	     0.022
  5.524480	    -0.010	     0.000	    -0.020	     0.022
  5.531120	    -0.010	    -0.030	    -0.030	     0.044
  5.537760	    -0.010	    -0.040	    -0.020	     0.046
  5.544400	    -0.020	     0.000	    -0.030	     0.036
  5.551040	    -0.020	     0.000	    -0.020	     0.028
  5.557680	     0.000	     0.000	     0.000	     0.000
  5.564320	     0.000	    -0.030	    -0.020	     0.036
  5.570960	    -0.010	    -0.020	    -0.020	     0.030
  5.577600	    -0.010	    -0.020	    -0.070	     0.073
  5.584240	    -0.030	    -0.020	    -0.050	     0.062
  5.590880	    -0.030	    -0.010	     0.010	     0.033
  5.597520	    -0.020	    -0.010	    -0.010	     0.024
  5.604160	    -0.030	     0.000	     0.000	     0.030
  5.610800	    -0.030	     0.000	    -0.020	     0.036
  5.617440	    -0.020	     0.010	     0.010	     0.024
  5.624080	    -0.030	     0.010	    -0.010	     0.033
  5.630720	    -0.030	    -0.030	    -0.010	     0.044
  5.637360	    -0.020	     0.000	    -0.030	     0.036
  5.644000	     0.000	    -0.020	    -0.020	     0.028
